|LEXEME|	|TOKEN|	  |ROW|	  |COLUMN|	|SCOPE|	|ROW_DECLARED|	|COLUMN_DECLARED|	|SCOPE_DECLARED|	|IS_BEING_DECLARED|


	s		  id		4	    13		    1			4				13					1				1
